title,link,note,top_note,heart_note,base_note
♕分裝香水 Lamborghini 藍寶堅尼 經典能量  男性淡香水  5ml分裝$50 - $200已售出 2嘉義市東區找相似,https://shopee.tw//♕分裝香水-Lamborghini-藍寶堅尼-經典能量-男性淡香水-5ml分裝-i.162264335.4151790399?sp_atk=330d4db5-3aa4-4445-985e-b9852adfc28a&xptdk=330d4db5-3aa4-4445-985e-b9852adfc28a,,前味:檸檬、葡萄柚、青蘋果,中味:珍貴木材、茉莉、鈴蘭百合,後味:麝香、檀香
Lamborghini Millennials 輝煌世代 淡香水 針管 1.5ml【娜娜OUTLET】 藍寶堅尼 試管$69臺中市大里區找相似,https://shopee.tw//Lamborghini-Millennials-輝煌世代-淡香水-針管-1.5ml【娜娜OUTLET】-藍寶堅尼-試管-i.10797580.10768989796?sp_atk=7739b7bb-d43b-4521-bc36-74941d81c32d&xptdk=7739b7bb-d43b-4521-bc36-74941d81c32d,,前味:葡萄柚、大黃、粉紅胡椒、熏香,中味:琥珀、丁香、紫羅蘭、皮革,後味:香根草、喀什米爾木、雪松木、廣藿香
"Lambirghini Mitico藍寶堅尼 神話能量男性淡香水公司貨 125ml  原價3680$1,500新北市八里區找相似",https://shopee.tw//Lambirghini-Mitico藍寶堅尼-神話能量男性淡香水公司貨-125ml-原價3680-i.4031672.7118034191?sp_atk=998ddfff-8eb2-46e3-b335-773e6f5754e3&xptdk=998ddfff-8eb2-46e3-b335-773e6f5754e3,,前味:檸檬、艾草、青蘋果,中味:絲滑木材、鈴蘭百合、紫羅蘭葉,後味:香草、麝香、琥珀
"Lamborghini 藍寶堅尼 Invincibile 戰神覺醒男性淡香水 75ML 125ML$1,070 - $1,720高雄市三民區找相似",https://shopee.tw//Lamborghini-藍寶堅尼-Invincibile-戰神覺醒男性淡香水-75ML-125ML-i.235864816.4035812956?sp_atk=bf415fe9-3c3b-46b7-8761-26bf520a0341&xptdk=bf415fe9-3c3b-46b7-8761-26bf520a0341,,前味:佛手柑、黑醋栗、鳳梨、蘋果,中味:樺木、廣藿香、玫瑰、摩洛哥茉莉花,後味:麝香、橡木苔、香草、龍涎香
Lamborghini藍寶堅尼 經典能量男性淡香水(125ml)$899臺南市永康區找相似,https://shopee.tw//Lamborghini藍寶堅尼-經典能量男性淡香水(125ml)-i.52629063.6446625951?sp_atk=ccc7d733-0d93-4fe5-b000-a29dec109fc4&xptdk=ccc7d733-0d93-4fe5-b000-a29dec109fc4,,前味:檸檬、葡萄柚、青蘋果,中味:珍貴木材、茉莉、鈴蘭百合,後味:麝香、檀香
蝦皮優選【原廠公司貨】LAMBORGHINI 藍寶堅尼 花漾誘惑女性淡香精 1.5ml 針管 S8910 件 NT$388$49已售出 29桃園市中壢區找相似,https://shopee.tw//【原廠公司貨】LAMBORGHINI-藍寶堅尼-花漾誘惑女性淡香精-1.5ml-針管-S89-i.24820891.11631634870?sp_atk=3b90b7da-93e1-438b-9d20-3e9f235dbc9c&xptdk=3b90b7da-93e1-438b-9d20-3e9f235dbc9c,,前味:西洋梨、果仁糖、黑莓,中味:鳶尾花、茉莉花、橙花、紫羅蘭,後味:香草、麝香、零陵香豆
"Lamborghini Sportivo  藍寶堅尼 紅牛能量男性淡香水125ml$1,699找相似",https://shopee.tw//Lamborghini-Sportivo-藍寶堅尼-紅牛能量男性淡香水125ml-i.39773051.3433954722?sp_atk=79b53dff-6dca-41c0-896b-fb6e274cd1a5&xptdk=79b53dff-6dca-41c0-896b-fb6e274cd1a5,,商品規格分類蝦皮購物美妝保養香水、香氛性別男性香水濃度EDT、淡香水商品數量1商品詳情前味:檸檬葡萄柚青蘋果,中味:茉莉鈴蘭百合槴子花,後味:檳香麝香
"岡山戀香水~Lamborghini 藍寶堅尼 戰神覺醒男性淡香水商務經理夾組~優惠價:2500元$2,500高雄市岡山區找相似",https://shopee.tw//岡山戀香水~Lamborghini-藍寶堅尼-戰神覺醒男性淡香水商務經理夾組~優惠價-2500元-i.7874151.1949329990?sp_atk=eabb0583-4500-4771-ac17-92c8a51490b0&xptdk=eabb0583-4500-4771-ac17-92c8a51490b0,,前味:佛手柑、黑醋栗、鳳梨、蘋果,中味:樺木、廣藿香、玫瑰、摩洛哥茉莉花,後味:麝香、橡木苔、香草、龍涎香
"Tonino Lamborghini活躍世代男性淡香75ml(贈)同款2合1保濕洗髮沐浴膠 400ml$2,360臺北市大安區找相似",https://shopee.tw//Tonino-Lamborghini活躍世代男性淡香75ml(贈)同款2合1保濕洗髮沐浴膠-400ml-i.22056733.11355965363?sp_atk=53192938-ab47-4087-9328-85d0e6adf020&xptdk=53192938-ab47-4087-9328-85d0e6adf020,,前味:萊姆、臭氧、葡萄柚、蘋果,中味:喀什米爾木、煙草玫瑰、睡蓮、月桂葉,後味:麝香、檀香、龍涎香、橡苔
蝦皮優選☆Tonino Lamborghini 藍寶堅尼 5ml / 10ml噴式分裝香水木質香型芳香調$70 - $176已售出 5新北市永和區找相似,https://shopee.tw//☆Tonino-Lamborghini-藍寶堅尼-5ml-10ml噴式分裝香水木質香型芳香調-i.40382526.1802676862?sp_atk=76278dd3-b4b1-4cf5-bb46-1094c32929dd&xptdk=76278dd3-b4b1-4cf5-bb46-1094c32929dd,,前調:香檸檬、葡萄柚、蜜橘、紅蘋果,中調:薰衣草、樺木、丁香、羅勒,後調:麝香、檀木、雪杉、琥珀、香草
Lamborghini藍寶堅尼 經典能量男性淡香水 1ml 2ml 5ml 玻璃分享瓶$30 - $70已售出 3新北市淡水區找相似,https://shopee.tw//Lamborghini藍寶堅尼-經典能量男性淡香水-1ml-2ml-5ml-玻璃分享瓶-i.11108677.4734701953?sp_atk=c0c578a1-9215-4985-a348-8579a6780e55&xptdk=c0c578a1-9215-4985-a348-8579a6780e55,,前味:檸檬、葡萄柚、青蘋果,中味:珍貴木材、茉莉、鈴蘭百合,後味:麝香、檀香
男性香水 男生香水 男性淡香水 男用香水 古龍水 藍寶堅尼極致能量淡香水125ml 福特野馬淡香水100ml 男生香水$650已售出 1高雄市林園區找相似,https://shopee.tw//男性香水-男生香水-男性淡香水-男用香水-古龍水-藍寶堅尼極致能量淡香水125ml-福特野馬淡香水100ml-男生香水-i.1877386.11529825078?sp_atk=d5eecc7e-b31e-4015-8593-9f843f88d863&xptdk=d5eecc7e-b31e-4015-8593-9f843f88d863,,前味:生薑、薰衣草、檸檬,中味:菸草、雪松,後味:琥珀、廣藿香、膠冷衫
"Lamborghini 藍寶堅尼 男性淡香水 75ml (經典能量/紅牛能量/神話能量)$599 - $1,599找相似",https://shopee.tw//Lamborghini-藍寶堅尼-男性淡香水-75ml-(經典能量-紅牛能量-神話能量)-i.26968057.4475527860?sp_atk=835183da-a7b4-49e6-8084-d9fe74e3bf1b&xptdk=835183da-a7b4-49e6-8084-d9fe74e3bf1b,,前味:檸檬、艾草、青蘋果,中味:絲滑木材、鈴蘭百合、紫羅蘭業,後味:香草、麝香、琥珀
Lamborghini Sportivo 藍寶堅尼紅牛能量男性淡香水 75ml滿額折$15$550 - $555高雄市三民區找相似,https://shopee.tw//Lamborghini-Sportivo-藍寶堅尼紅牛能量男性淡香水-75ml-i.252789902.4856998061?sp_atk=2150a71e-b568-42b5-9667-50fd0238bc81&xptdk=2150a71e-b568-42b5-9667-50fd0238bc81,,前味:檸檬、葡萄柚、青蘋果,中味:茉莉、梔子花、鈴蘭百合,後味:麝香、檀香
"Lamborghini 藍寶堅尼 戰神覺醒 男性淡香水 40ml / 75ml / 125ml$990 - $2,150已售出 1找相似",https://shopee.tw//Lamborghini-藍寶堅尼-戰神覺醒-男性淡香水-40ml-75ml-125ml-i.26968057.2223919037?sp_atk=742b1a3e-8b05-440d-a8fc-98eafe0381da&xptdk=742b1a3e-8b05-440d-a8fc-98eafe0381da,,前味:佛手柑、黑醋栗、鳳梨、蘋果,中味:樺木、廣藿香、玫瑰、摩洛哥茉莉花,後味:麝香、橡木苔、香草、龍涎香
😀試香😀Lamborghini Prestigio 藍寶堅尼權威能量男性淡香水 1ml/2ml/5ml 試香紙$25 - $100已售出 1高雄市三民區找相似,https://shopee.tw//😀試香😀Lamborghini-Prestigio-藍寶堅尼權威能量男性淡香水-1ml-2ml-5ml-試香紙-i.252789902.4778371303?sp_atk=37d7e898-8523-4c9f-8fe3-a9f1540eb2a6&xptdk=37d7e898-8523-4c9f-8fe3-a9f1540eb2a6,,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌ToninoLamborghini性別男性香水濃度EDT、淡香水質地噴霧商品數量187出貨地高雄市三民區商品詳情前味:西西里檸檬、李子,中味:梔子花、紫羅蘭葉、絲滑木材,後味:香草、麝香、檀香
"【Lamborghini】權威/經典 能量男性香水禮盒組(淡香水125ml+沐浴乳100ml+鬍後乳100ml$1,599桃園市龜山區找相似",https://shopee.tw//【Lamborghini】權威-經典-能量男性香水禮盒組(淡香水125ml-沐浴乳100ml-鬍後乳100ml-i.399630268.17321738383?sp_atk=b5bf01f5-2eb2-4bca-b5a6-770d29f87be0&xptdk=b5bf01f5-2eb2-4bca-b5a6-770d29f87be0,◆權威能量香調:,前味:西西里檸檬、李子,中味:梔子花、紫羅蘭葉、絲滑木材,後味:香草、麝香、檀香
😀試香😀Lamborghini Mitico 藍寶堅尼神話能量男性淡香水 1ml/2ml/5ml 試香紙$25 - $100已售出 1高雄市三民區找相似,https://shopee.tw//😀試香😀Lamborghini-Mitico-藍寶堅尼神話能量男性淡香水-1ml-2ml-5ml-試香紙-i.252789902.8411891499?sp_atk=42131aac-9ca5-421c-ba19-ab9f1f157718&xptdk=42131aac-9ca5-421c-ba19-ab9f1f157718,,商品規格分類蝦皮購物美妝保養香水、香氛品牌ToninoLamborghini性別男性香水濃度EDT、淡香水質地噴霧商品數量187出貨地高雄市三民區商品詳情前味:檸檬、艾草、青蘋果,中味:絲滑木材、鈴蘭百合、紫羅蘭業,後味:香草、麝香、琥珀
Lamborghini Intenso 藍寶堅尼極致能量男性淡香水 75ml$630高雄市三民區找相似,https://shopee.tw//Lamborghini-Intenso-藍寶堅尼極致能量男性淡香水-75ml-i.235864816.7735760176?sp_atk=6a469b49-ba60-4313-9672-180773fcd6ae&xptdk=6a469b49-ba60-4313-9672-180773fcd6ae,,前味:佛手柑、青蘋果,中味:茉莉、鈴蘭百合、珍貴木材,後味:檀香、麝香、琥珀
Lamborghini Mitico 藍寶堅尼神話能量男性淡香水 75ml$665高雄市三民區找相似,https://shopee.tw//Lamborghini-Mitico-藍寶堅尼神話能量男性淡香水-75ml-i.235864816.6835756215?sp_atk=4b5ce963-1d7b-4078-baf5-d4198c258be8&xptdk=4b5ce963-1d7b-4078-baf5-d4198c258be8,,前味:檸檬、艾草、青蘋果,中味:絲滑木材、鈴蘭百合、紫羅蘭業,後味:香草、麝香、琥珀
